Pclass,Age,SibSp,Parch,Fare,Ticket,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
1.0,28.0,0.0,0.0,31.0,0.3884993021638418,0.0,1.0,0.0,0.0,1.0,0
3.0,25.0,0.0,0.0,0.0,0.38148667020679605,0.0,1.0,0.0,0.0,1.0,1
2.0,41.0,0.0,1.0,19.5,0.3856942530911989,1.0,0.0,0.0,0.0,1.0,1
1.0,37.0,0.0,1.0,29.7,0.3884992987377279,0.0,1.0,1.0,0.0,0.0,0
3.0,28.0,0.0,0.0,7.75,0.3814866760168303,1.0,0.0,0.0,1.0,0.0,1
1.0,63.0,1.0,0.0,77.9583,0.3764045038793692,1.0,0.0,0.0,0.0,1.0,1
3.0,45.0,0.0,0.0,7.75,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,0
2.0,28.0,0.0,0.0,0.0,0.38148667020679605,0.0,1.0,0.0,0.0,1.0,0
3.0,7.0,4.0,1.0,29.125,0.3814866602235201,0.0,1.0,0.0,1.0,0.0,0
3.0,35.0,1.0,1.0,20.25,0.3870967720247239,1.0,0.0,0.0,0.0,1.0,1
3.0,65.0,0.0,0.0,7.75,0.37640449438202245,0.0,1.0,0.0,1.0,0.0,0
3.0,28.0,0.0,0.0,7.8542,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,16.0,0.0,0.0,9.5,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,19.0,0.0,0.0,8.05,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,1
1.0,28.0,0.0,0.0,26.0,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,33.0,0.0,0.0,8.6625,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,0
3.0,30.0,0.0,0.0,9.5,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,1
3.0,22.0,0.0,0.0,7.8958,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
2.0,42.0,0.0,0.0,13.0,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,1
3.0,22.0,0.0,0.0,7.75,0.3814866760168303,1.0,0.0,0.0,1.0,0.0,1
1.0,26.0,0.0,0.0,78.85,0.3764044922731047,1.0,0.0,0.0,0.0,1.0,1
1.0,19.0,1.0,0.0,91.0792,0.3764044978759011,1.0,0.0,1.0,0.0,0.0,1
2.0,36.0,0.0,0.0,12.875,0.37640449438202245,0.0,1.0,1.0,0.0,0.0,0
3.0,24.0,0.0,0.0,8.85,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,0
3.0,24.0,0.0,0.0,7.8958,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
1.0,28.0,0.0,0.0,27.7208,0.3884992987377279,0.0,1.0,1.0,0.0,0.0,0
3.0,23.5,0.0,0.0,7.2292,0.37640449438202245,0.0,1.0,1.0,0.0,0.0,0
1.0,2.0,1.0,2.0,151.55,0.38709678576756734,1.0,0.0,0.0,0.0,1.0,0
1.0,28.0,0.0,0.0,30.5,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,1
1.0,50.0,0.0,1.0,247.5208,0.3764044922731047,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,7.75,0.37640449438202245,1.0,0.0,0.0,1.0,0.0,1
3.0,28.0,2.0,0.0,23.25,0.3870967776275203,0.0,1.0,0.0,1.0,0.0,1
3.0,19.0,0.0,0.0,0.0,0.3856942513902431,0.0,1.0,0.0,0.0,1.0,0
2.0,28.0,0.0,0.0,12.35,0.3870967741935484,1.0,0.0,0.0,1.0,0.0,1
3.0,28.0,0.0,0.0,8.05,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
1.0,0.92,1.0,2.0,151.55,0.38569424377525335,0.0,1.0,0.0,0.0,1.0,1
1.0,28.0,0.0,0.0,110.8833,0.3764045063986951,1.0,0.0,1.0,0.0,0.0,1
1.0,17.0,1.0,0.0,108.9,0.3814866738794381,1.0,0.0,1.0,0.0,0.0,1
2.0,30.0,1.0,0.0,24.0,0.3884993021638418,0.0,1.0,1.0,0.0,0.0,0
1.0,30.0,0.0,0.0,56.9292,0.37640449438202245,1.0,0.0,1.0,0.0,0.0,1
1.0,24.0,0.0,0.0,83.1583,0.3814866760168303,1.0,0.0,1.0,0.0,0.0,1
1.0,18.0,2.0,2.0,262.375,0.3764044978759011,1.0,0.0,1.0,0.0,0.0,1
2.0,26.0,1.0,1.0,26.0,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.8958,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,43.0,1.0,1.0,26.25,0.3856942530911989,0.0,1.0,0.0,0.0,1.0,0
3.0,26.0,0.0,0.0,7.8542,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,1
2.0,24.0,1.0,0.0,26.0,0.38569424748840253,1.0,0.0,0.0,0.0,1.0,1
2.0,54.0,0.0,0.0,14.0,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
1.0,31.0,0.0,2.0,164.8667,0.38148667948223447,1.0,0.0,0.0,0.0,1.0,1
1.0,40.0,1.0,1.0,134.5,0.3764044978759011,1.0,0.0,1.0,0.0,0.0,1
3.0,22.0,0.0,0.0,7.25,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,27.0,0.0,0.0,7.8958,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,30.0,0.0,0.0,12.35,0.3870967741935484,1.0,0.0,0.0,1.0,0.0,1
2.0,22.0,1.0,1.0,29.0,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,8.0,2.0,69.55,0.38148655931920655,0.0,1.0,0.0,0.0,1.0,0
1.0,36.0,0.0,0.0,135.6333,0.3870967776275203,1.0,0.0,1.0,0.0,0.0,1
3.0,61.0,0.0,0.0,6.2375,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
2.0,36.0,0.0,0.0,13.0,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
3.0,31.0,1.0,1.0,20.525,0.3856942513902431,1.0,0.0,0.0,0.0,1.0,1
1.0,16.0,0.0,1.0,57.9792,0.38148667948223447,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,2.0,0.0,23.25,0.3884993021638418,1.0,0.0,0.0,1.0,0.0,1
1.0,45.5,0.0,0.0,28.5,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,38.0,0.0,1.0,153.4625,0.38569425900523285,0.0,1.0,0.0,0.0,1.0,0
3.0,16.0,2.0,0.0,18.0,0.3764044922731047,0.0,1.0,0.0,0.0,1.0,0
1.0,28.0,1.0,0.0,133.65,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,7.8958,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
1.0,29.0,1.0,0.0,66.6,0.38148667948223447,0.0,1.0,0.0,0.0,1.0,0
1.0,41.0,0.0,0.0,134.5,0.3884993021638418,1.0,0.0,1.0,0.0,0.0,1
3.0,45.0,0.0,0.0,8.05,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,1
1.0,45.0,0.0,0.0,35.5,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,2.0,1.0,1.0,26.0,0.3814866778217858,0.0,1.0,0.0,0.0,1.0,1
1.0,24.0,3.0,2.0,263.0,0.38148667020679605,1.0,0.0,0.0,0.0,1.0,1
2.0,28.0,0.0,0.0,13.0,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,25.0,0.0,0.0,13.0,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,36.0,0.0,0.0,13.0,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,24.0,0.0,0.0,13.0,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,1
2.0,40.0,0.0,0.0,13.0,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,1.0,0.0,16.1,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,1
3.0,3.0,1.0,1.0,15.9,0.3870967776275203,0.0,1.0,0.0,0.0,1.0,1
3.0,42.0,0.0,0.0,8.6625,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,23.0,0.0,0.0,9.225,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
1.0,28.0,0.0,0.0,35.0,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,15.0,1.0,1.0,7.2292,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,0
3.0,25.0,1.0,0.0,17.8,0.3814866738794381,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.225,0.3814866760168303,0.0,1.0,1.0,0.0,0.0,0
3.0,28.0,0.0,0.0,9.5,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,22.0,0.0,1.0,55.0,0.38148667948223447,1.0,0.0,0.0,0.0,1.0,1
2.0,38.0,0.0,0.0,13.0,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.8792,0.3870967741935484,1.0,0.0,0.0,1.0,0.0,1
3.0,28.0,0.0,0.0,7.8792,0.37640449438202245,1.0,0.0,0.0,1.0,0.0,1
3.0,40.0,1.0,4.0,27.9,0.37640447879911143,0.0,1.0,0.0,0.0,1.0,0
2.0,29.0,1.0,0.0,27.7208,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,0
3.0,45.0,0.0,1.0,14.4542,0.3764044922731047,1.0,0.0,1.0,0.0,0.0,0
3.0,35.0,0.0,0.0,7.05,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,1.0,0.0,15.5,0.3870967741935484,0.0,1.0,0.0,1.0,0.0,0
3.0,30.0,0.0,0.0,7.25,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,60.0,1.0,0.0,75.25,0.3884992987377279,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,7.2292,0.3856942496493689,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,7.75,0.3814866760168303,1.0,0.0,0.0,1.0,0.0,1
1.0,24.0,0.0,0.0,69.3,0.38148667948223447,1.0,0.0,1.0,0.0,0.0,1
1.0,25.0,1.0,0.0,55.4417,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,1
3.0,18.0,1.0,0.0,6.4958,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,19.0,0.0,0.0,8.05,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
1.0,22.0,0.0,0.0,135.6333,0.3870967776275203,0.0,1.0,1.0,0.0,0.0,0
3.0,3.0,3.0,1.0,21.075,0.38709675816798367,1.0,0.0,0.0,0.0,1.0,0
1.0,28.0,1.0,0.0,82.1708,0.3764044922731047,1.0,0.0,1.0,0.0,0.0,1
3.0,22.0,0.0,0.0,7.25,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,1
1.0,27.0,0.0,2.0,211.5,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,0
3.0,20.0,0.0,0.0,4.0125,0.3884992987377279,0.0,1.0,1.0,0.0,0.0,0
3.0,19.0,0.0,0.0,7.775,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
1.0,42.0,0.0,0.0,227.525,0.3856942513902431,1.0,0.0,1.0,0.0,0.0,1
3.0,1.0,0.0,2.0,15.7417,0.3856942530911989,1.0,0.0,1.0,0.0,0.0,1
3.0,32.0,0.0,0.0,7.925,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,35.0,1.0,0.0,52.0,0.3814866738794381,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,7.8958,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
2.0,18.0,0.0,0.0,73.5,0.3884992550178964,0.0,1.0,0.0,0.0,1.0,0
3.0,1.0,5.0,2.0,46.9,0.38709673063155015,0.0,1.0,0.0,0.0,1.0,0
2.0,36.0,0.0,0.0,13.0,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,7.7292,0.37640449438202245,0.0,1.0,0.0,1.0,0.0,0
2.0,17.0,0.0,0.0,12.0,0.3884992987377279,1.0,0.0,1.0,0.0,0.0,1
1.0,36.0,1.0,2.0,120.0,0.3856942750812433,0.0,1.0,0.0,0.0,1.0,1
3.0,21.0,0.0,0.0,7.7958,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,1
3.0,28.0,2.0,0.0,7.925,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
1.0,23.0,1.0,0.0,113.275,0.3814866778217858,1.0,0.0,1.0,0.0,0.0,1
3.0,24.0,0.0,2.0,16.7,0.3856942530911989,1.0,0.0,0.0,0.0,1.0,1
3.0,22.0,0.0,0.0,7.7958,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,31.0,0.0,0.0,7.8542,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,0
2.0,46.0,0.0,0.0,26.0,0.3884992965610454,0.0,1.0,0.0,0.0,1.0,0
2.0,23.0,0.0,0.0,10.5,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,28.0,0.0,0.0,12.65,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,1
3.0,39.0,0.0,0.0,7.925,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,1
3.0,26.0,0.0,0.0,8.05,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,21.0,1.0,0.0,9.825,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,0
3.0,28.0,1.0,0.0,15.85,0.3870967776275203,0.0,1.0,0.0,0.0,1.0,0
3.0,20.0,0.0,0.0,8.6625,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,0
2.0,34.0,1.0,0.0,21.0,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,51.0,0.0,0.0,7.75,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,3.0,1.0,1.0,18.75,0.38148668543677555,0.0,1.0,0.0,0.0,1.0,1
3.0,21.0,0.0,0.0,7.775,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,3.0,1.0,25.4667,0.38569424377525335,1.0,0.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.8958,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,6.8583,0.3814866760168303,0.0,1.0,0.0,1.0,0.0,0
1.0,33.0,1.0,0.0,90.0,0.38569424748840253,1.0,0.0,0.0,1.0,0.0,1
2.0,28.0,0.0,0.0,0.0,0.3884992965610454,0.0,1.0,0.0,0.0,1.0,0
3.0,44.0,0.0,0.0,7.925,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,8.05,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,0
2.0,34.0,1.0,1.0,32.5,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
2.0,18.0,0.0,2.0,13.0,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
2.0,30.0,0.0,0.0,13.0,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,10.0,0.0,2.0,24.15,0.38709676829807244,1.0,0.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.8958,0.3814866760168303,0.0,1.0,1.0,0.0,0.0,0
3.0,21.0,0.0,0.0,7.7333,0.3870967741935484,0.0,1.0,0.0,1.0,0.0,0
3.0,29.0,0.0,0.0,7.875,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,1.0,1.0,14.4,0.3814866738794381,1.0,0.0,0.0,0.0,1.0,0
3.0,18.0,1.0,1.0,20.2125,0.38569424748840253,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.25,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
2.0,28.0,1.0,0.0,26.0,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
2.0,19.0,0.0,0.0,26.0,0.3884992965610454,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,7.75,0.3856942496493689,0.0,1.0,0.0,1.0,0.0,0
3.0,32.0,0.0,0.0,8.05,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,1
1.0,28.0,0.0,0.0,26.55,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,1
3.0,28.0,1.0,0.0,16.1,0.3814866738794381,1.0,0.0,0.0,0.0,1.0,1
2.0,42.0,1.0,0.0,26.0,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,1
3.0,17.0,0.0,0.0,7.125,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
1.0,50.0,1.0,0.0,55.9,0.3856942530911989,0.0,1.0,0.0,0.0,1.0,0
1.0,14.0,1.0,2.0,120.0,0.3884993080508711,1.0,0.0,0.0,0.0,1.0,1
3.0,21.0,2.0,2.0,34.375,0.38569423368186784,1.0,0.0,0.0,0.0,1.0,0
2.0,24.0,2.0,3.0,18.75,0.38709678352805194,1.0,0.0,0.0,0.0,1.0,1
1.0,64.0,1.0,4.0,263.0,0.38709678576756734,0.0,1.0,0.0,0.0,1.0,0
2.0,31.0,0.0,0.0,10.5,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,45.0,1.0,1.0,26.25,0.3814866778217858,1.0,0.0,0.0,0.0,1.0,1
3.0,20.0,0.0,0.0,9.5,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,25.0,1.0,0.0,7.775,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,28.0,0.0,0.0,13.0,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,8.1125,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,1
1.0,4.0,0.0,2.0,81.8583,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,1
2.0,13.0,0.0,1.0,19.5,0.3764044978759011,1.0,0.0,0.0,0.0,1.0,1
1.0,34.0,0.0,0.0,26.55,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,1
3.0,5.0,2.0,1.0,19.2583,0.3764045201984869,1.0,0.0,1.0,0.0,0.0,1
1.0,52.0,0.0,0.0,30.5,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,1
2.0,36.0,1.0,2.0,27.75,0.38569425900523285,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,1.0,0.0,19.9667,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
1.0,30.0,0.0,0.0,27.75,0.3870967741935484,0.0,1.0,1.0,0.0,0.0,0
1.0,49.0,1.0,0.0,89.1042,0.3856942530911989,0.0,1.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,8.05,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,29.0,0.0,0.0,7.8958,0.3884992987377279,0.0,1.0,1.0,0.0,0.0,1
1.0,65.0,0.0,0.0,26.55,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,28.0,1.0,0.0,51.8625,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
2.0,50.0,0.0,0.0,10.5,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,7.75,0.3884992987377279,0.0,1.0,0.0,1.0,0.0,0
1.0,48.0,0.0,0.0,26.55,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,1
3.0,34.0,0.0,0.0,8.05,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
1.0,47.0,0.0,0.0,38.5,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,48.0,0.0,0.0,13.0,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,8.05,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,38.0,0.0,0.0,7.05,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,28.0,0.0,0.0,0.0,0.3884992965610454,0.0,1.0,0.0,0.0,1.0,0
1.0,56.0,0.0,0.0,26.55,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.725,0.3856942496493689,0.0,1.0,0.0,1.0,0.0,0
3.0,0.75,2.0,1.0,19.2583,0.38709679956735915,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,7.25,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,38.0,0.0,0.0,8.6625,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
2.0,33.0,1.0,2.0,27.75,0.3870967759130622,1.0,0.0,0.0,0.0,1.0,1
2.0,23.0,0.0,0.0,13.7917,0.3814866760168303,1.0,0.0,1.0,0.0,0.0,1
3.0,22.0,0.0,0.0,9.8375,0.3884992987377279,1.0,0.0,0.0,0.0,1.0,0
1.0,28.0,0.0,0.0,52.0,0.3884992965610454,0.0,1.0,0.0,0.0,1.0,0
2.0,34.0,1.0,0.0,21.0,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,29.0,1.0,0.0,7.0458,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,22.0,0.0,0.0,7.5208,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,2.0,0.0,1.0,12.2875,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,1
3.0,9.0,5.0,2.0,46.9,0.38709673063155015,0.0,1.0,0.0,0.0,1.0,0
2.0,28.0,0.0,0.0,0.0,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,50.0,0.0,0.0,8.05,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,63.0,0.0,0.0,9.5875,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,1
1.0,25.0,1.0,0.0,91.0792,0.3884993021638418,0.0,1.0,1.0,0.0,0.0,1
3.0,28.0,3.0,1.0,25.4667,0.37640447879911143,1.0,0.0,0.0,0.0,1.0,0
1.0,35.0,1.0,0.0,90.0,0.3856942530911989,1.0,0.0,0.0,0.0,1.0,1
1.0,58.0,0.0,0.0,29.7,0.3814866760168303,0.0,1.0,1.0,0.0,0.0,0
3.0,30.0,0.0,0.0,8.05,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
3.0,9.0,1.0,1.0,15.9,0.3884993021638418,0.0,1.0,0.0,0.0,1.0,1
3.0,28.0,1.0,0.0,19.9667,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,21.0,0.0,0.0,7.25,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
1.0,55.0,0.0,0.0,30.5,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
1.0,71.0,0.0,0.0,49.5042,0.37640449438202245,0.0,1.0,1.0,0.0,0.0,0
3.0,21.0,0.0,0.0,8.05,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,14.4583,0.38569424748840253,0.0,1.0,1.0,0.0,0.0,0
1.0,54.0,1.0,0.0,78.2667,0.3870967776275203,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,15.1,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
1.0,25.0,1.0,2.0,151.55,0.3884993102536833,1.0,0.0,0.0,0.0,1.0,0
3.0,24.0,0.0,0.0,7.7958,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
3.0,17.0,0.0,0.0,8.6625,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
3.0,21.0,0.0,0.0,7.75,0.3814866760168303,1.0,0.0,0.0,1.0,0.0,0
3.0,28.0,0.0,0.0,7.6292,0.3884992987377279,1.0,0.0,0.0,1.0,0.0,0
3.0,37.0,0.0,0.0,9.5875,0.3870967741935484,1.0,0.0,0.0,0.0,1.0,0
1.0,16.0,0.0,0.0,86.5,0.3884993080508711,1.0,0.0,0.0,0.0,1.0,1
1.0,18.0,1.0,0.0,108.9,0.3870967776275203,0.0,1.0,1.0,0.0,0.0,0
2.0,33.0,0.0,2.0,26.0,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,1
1.0,28.0,0.0,0.0,26.55,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,22.525,0.3884992987377279,0.0,1.0,0.0,0.0,1.0,0
3.0,26.0,0.0,0.0,56.4958,0.3870969005015647,0.0,1.0,0.0,0.0,1.0,1
3.0,29.0,0.0,0.0,7.75,0.3884992987377279,0.0,1.0,0.0,1.0,0.0,1
3.0,28.0,0.0,0.0,8.05,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
1.0,36.0,0.0,0.0,26.2875,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,1
1.0,54.0,1.0,0.0,59.4,0.3856942496493689,1.0,0.0,1.0,0.0,0.0,1
3.0,24.0,0.0,0.0,7.4958,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
1.0,47.0,0.0,0.0,34.0208,0.3870967741935484,0.0,1.0,0.0,0.0,1.0,0
2.0,34.0,0.0,0.0,10.5,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,24.15,0.3870967759130622,0.0,1.0,0.0,1.0,0.0,0
2.0,36.0,1.0,0.0,26.0,0.37640449438202245,1.0,0.0,0.0,0.0,1.0,1
3.0,32.0,0.0,0.0,7.8958,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
1.0,30.0,0.0,0.0,93.5,0.3884993021638418,1.0,0.0,0.0,0.0,1.0,1
3.0,22.0,0.0,0.0,7.8958,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,28.0,0.0,0.0,7.225,0.3856942496493689,0.0,1.0,1.0,0.0,0.0,0
1.0,44.0,0.0,1.0,57.9792,0.3856942530911989,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,7.2292,0.3884992987377279,0.0,1.0,1.0,0.0,0.0,0
3.0,40.5,0.0,0.0,7.75,0.3856942496493689,0.0,1.0,0.0,1.0,0.0,0
2.0,50.0,0.0,0.0,10.5,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,1
1.0,28.0,0.0,0.0,221.7792,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
3.0,39.0,0.0,0.0,7.925,0.3814866760168303,0.0,1.0,0.0,0.0,1.0,0
2.0,23.0,2.0,1.0,11.5,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
2.0,2.0,1.0,1.0,26.0,0.3814866760168303,1.0,0.0,0.0,0.0,1.0,1
3.0,28.0,0.0,0.0,7.2292,0.3814866760168303,0.0,1.0,1.0,0.0,0.0,0
3.0,17.0,1.0,1.0,7.2292,0.37640449438202245,0.0,1.0,1.0,0.0,0.0,0
3.0,28.0,0.0,2.0,22.3583,0.3856942530911989,1.0,0.0,1.0,0.0,0.0,1
3.0,30.0,0.0,0.0,8.6625,0.3856942496493689,1.0,0.0,0.0,0.0,1.0,0
2.0,7.0,0.0,2.0,26.25,0.3856942530911989,1.0,0.0,0.0,0.0,1.0,1
1.0,45.0,0.0,0.0,26.55,0.3856942496493689,0.0,1.0,0.0,0.0,1.0,0
1.0,30.0,0.0,0.0,106.425,0.3814866738794381,1.0,0.0,1.0,0.0,0.0,1
3.0,28.0,0.0,0.0,14.5,0.37640449438202245,0.0,1.0,0.0,0.0,1.0,0
1.0,22.0,0.0,2.0,49.5,0.37640449438202245,1.0,0.0,1.0,0.0,0.0,1
1.0,36.0,0.0,2.0,71.0,0.3884992965610454,1.0,0.0,0.0,0.0,1.0,1
